6#实际给料量,6#干燥炉排一段下漏渣溜管A温度,6#干燥炉排二段下漏渣溜管C温度,6#炉二次风电动调节门（后壁侧）,6#炉排烟SO2小时实时均值,6#炉活性炭流量累计,6#炉点火燃烧器A天然气压力,6#炉点火燃烧器B天然气压力,6#炉白班主汽流量,6#炉省煤器旁路烟气调节风门位置,6#炉省煤器灰斗出口烟气温度,6#炉粉尘折算小时均值,6#炉粉尘折算日均值,6#焚烧炉膛前温度,6#预计焚烧量
323.4796,147.69337,179.82428,17.43287,8.357904,2.8,250.32407,259.16666,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.2329,440.586
323.4796,147.60036,180.20107,17.416666,8.3533535,2.8,250.25464,259.23608,540.9945,49.412037,200.45885,1.0957967,1.2265142,958.13794,440.586
323.4796,147.60036,180.38942,17.416666,8.348814,2.8,250.32407,259.16666,540.9945,49.400463,200.45885,1.0957967,1.2265142,958.2329,440.586
323.4796,147.78639,180.20107,17.418982,8.344467,2.8,250.25464,259.16666,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.78639,180.10687,17.439816,8.339862,2.8,250.25464,259.16666,540.9945,49.40972,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.69337,179.82428,17.439816,8.335361,2.8,250.25464,259.16666,540.9945,49.381943,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.78639,179.73007,17.418982,8.330801,2.8,250.25464,259.16666,540.9945,49.40972,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,179.82428,17.395834,8.326901,2.8,250.25464,259.23608,540.9945,49.379627,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.60036,180.01268,17.43287,8.323169,2.8,250.25464,259.23608,540.9945,49.402775,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.50734,180.67192,17.386574,8.319626,2.8,250.25464,259.16666,540.9945,49.386574,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.69337,180.10687,17.395834,8.316186,2.8,250.25464,259.23608,540.9945,49.402775,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,179.82428,17.412037,8.312708,2.8,250.32407,259.23608,540.9945,49.40972,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.50734,180.38942,17.412037,8.309451,2.8,250.1852,259.16666,540.9945,49.402775,200.48607,1.0957967,1.2265142,958.13794,440.586
323.4796,147.50734,180.38942,17.43287,8.305964,2.8,250.32407,259.16666,540.9945,49.402775,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.60036,180.10687,17.425926,8.3022785,2.8,250.25464,259.23608,540.9945,49.412037,200.45885,1.0957967,1.2265142,958.2329,440.586
323.4796,147.69337,180.10687,17.425926,8.298582,2.8,250.32407,259.23608,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.38942,17.405092,8.295367,2.8,250.25464,259.23608,540.9945,49.386574,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.38942,17.395834,8.292028,2.8,250.25464,259.16666,540.9945,49.384262,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.10687,17.43287,8.2891245,2.8,250.25464,259.23608,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.01268,17.430555,8.286097,2.8,250.25464,259.16666,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.2329,440.586
323.4796,147.50734,180.67192,18.3125,8.283013,2.8,250.25464,259.23608,540.9945,49.40972,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.10687,18.326387,8.279924,2.8,250.25464,259.23608,540.9945,49.395832,200.45885,1.0957967,1.2265142,958.51794,440.586
323.4796,147.69337,180.01268,18.319445,8.276506,2.8,250.25464,259.23608,540.9945,49.402775,200.45885,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.20107,18.618055,8.272937,2.8,250.25464,259.23608,540.9945,49.40972,200.48607,1.0957967,1.2265142,958.2329,440.586
323.4796,147.50734,180.57776,19.534721,8.2693815,2.8,250.32407,259.23608,540.9945,49.402775,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.10687,20.421297,8.266314,2.8,250.25464,259.16666,540.9945,49.395832,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.20107,20.425926,8.262906,2.8,250.25464,259.23608,540.9945,46.009262,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.29524,21.321758,8.259291,2.8,250.25464,259.23608,540.9945,46.00231,200.48607,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.10687,21.333334,8.255535,2.8,250.25464,259.23608,540.9945,46.00231,200.49966,1.0957967,1.2265142,958.328,440.586
323.4796,147.60036,180.29524,21.912037,8.2516985,2.8,250.25464,259.16666,540.9945,45.99537,200.49966,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.20107,21.016205,8.238013,2.8,250.25464,259.16666,540.9945,46.00231,200.54044,1.0957967,1.2265142,958.2329,440.586
323.4796,147.32135,180.20107,20.99537,8.23529,2.8,250.25464,259.23608,540.9945,46.00231,200.54044,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.29524,20.983795,8.232822,2.8,250.25464,259.23608,540.9945,46.009262,200.54044,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.01268,20.98611,8.230471,2.8,250.32407,259.23608,540.9945,46.009262,200.54044,1.0957967,1.2265142,958.51794,440.586
323.4796,147.69337,180.01268,20.969908,8.227847,2.8,250.25464,259.16666,540.9945,46.009262,200.54044,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.29524,21.00463,8.225327,2.8,250.25464,259.23608,540.9945,46.016205,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.67192,21.009258,8.222843,2.8,250.25464,259.16666,540.9945,45.99537,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.32135,180.57776,21.016205,8.220444,2.8,250.32407,259.23608,540.9945,46.009262,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,180.01268,21.030092,8.218007,2.8,250.32407,259.23608,540.9945,46.00231,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.20107,21.030092,8.215461,2.8,250.32407,259.23608,540.9945,46.009262,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.38942,21.030092,8.213176,2.8,250.32407,259.23608,540.9945,46.009262,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.01268,20.976852,8.210955,2.8,250.32407,259.23608,540.9945,45.99537,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.01268,20.98611,8.208852,2.8,250.32407,259.16666,540.9945,46.00231,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.38942,21.020832,8.20656,2.8,250.25464,259.23608,540.9945,46.00231,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.29524,20.458334,8.201358,2.8,250.32407,259.23608,540.9945,45.98611,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.57776,20.458334,8.19889,2.8,250.25464,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.29524,19.525463,8.196711,2.8,250.32407,259.23608,540.9945,46.009262,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.38942,19.534721,8.194439,2.8,250.32407,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.328,440.586
323.4796,147.69337,179.82428,19.532408,8.192152,2.8,250.25464,259.23608,540.9945,45.98611,200.55406,1.0957967,1.2265142,958.328,440.586
323.4796,147.32135,180.20107,19.525463,8.18997,2.8,250.25464,259.23608,540.9945,45.99537,200.58125,1.0957967,1.2265142,958.328,440.586
323.4796,147.32135,180.67192,19.50463,8.187912,2.8,250.32407,259.16666,540.9945,46.0,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.10687,19.511574,8.185658,2.8,250.32407,259.23608,540.9945,45.97222,200.55406,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,179.63586,19.481482,8.183116,2.8,250.25464,259.30557,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,179.82428,19.532408,8.180266,2.8,250.25464,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.10687,19.532408,8.176859,2.8,250.32407,259.16666,540.9945,46.00231,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,19.525463,8.16875,2.8,250.25464,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.69337,179.82428,18.631945,8.163526,2.8,250.32407,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.10687,18.641203,8.15816,2.8,250.32407,259.16666,540.9945,45.98611,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.29524,18.627314,8.15231,2.8,250.32407,259.16666,540.9945,46.00231,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.32135,180.29524,18.627314,8.146443,2.8,250.32407,259.23608,540.9945,45.97685,200.58125,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.10687,18.618055,8.140691,2.8,250.32407,259.23608,540.9945,46.00231,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.10687,18.631945,8.134801,2.8,250.25464,259.23608,540.9945,46.0,200.58125,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.20107,18.645834,8.129402,2.8,250.25464,259.23608,540.9945,46.00231,200.58125,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.10687,18.63426,8.124132,2.8,250.32407,259.23608,540.9945,46.009262,200.58125,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.01268,18.625,8.119152,2.8,250.25464,259.23608,540.9945,46.009262,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,18.631945,8.114896,2.8,250.32407,259.16666,540.9945,45.97222,200.55406,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,18.63426,8.111232,2.8,250.25464,259.23608,540.9945,45.988426,200.55406,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.20107,18.655092,8.108479,2.8,250.25464,259.23608,540.9945,46.009262,200.54044,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.10687,18.63426,8.106201,2.8,250.32407,259.23608,540.9945,46.00231,200.54044,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,18.61111,8.104522,2.8,250.32407,259.23608,540.9945,46.00231,200.54044,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,18.631945,8.1029215,2.8,250.32407,259.23608,540.9945,46.00231,200.49966,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.86029,18.641203,8.1014,2.8,250.32407,259.30557,540.9945,46.009262,200.49966,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.29524,18.625,8.098443,2.8,250.25464,259.30557,540.9945,46.00231,200.49966,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.01268,17.747684,8.096992,2.8,250.32407,259.23608,540.9945,46.009262,200.49966,1.0957967,1.2265142,958.328,440.586
323.4796,147.50734,180.57776,17.740742,8.095074,2.8,250.32407,259.23608,540.9945,45.99537,200.49966,1.0957967,1.2265142,958.51794,440.586
323.4796,147.60036,180.57776,17.740742,8.092819,2.8,250.32407,259.23608,540.9945,46.00231,200.48607,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.29524,17.731482,8.089835,2.8,250.32407,259.23608,540.9945,46.00231,200.48607,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,180.57776,17.747684,8.082636,2.8,250.32407,259.23608,540.9945,46.009262,200.48607,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,180.67192,17.740742,8.079098,2.8,250.25464,259.23608,540.9945,46.009262,200.48607,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.38942,17.738426,8.072,2.8,250.32407,259.23608,540.9945,46.00231,200.48607,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.67192,17.75463,8.068752,2.8,250.32407,259.23608,540.9945,46.009262,200.48607,1.0957967,1.2265142,958.51794,440.586
323.4796,147.69337,180.01268,17.738426,8.062152,2.8,250.32407,259.23608,540.9945,45.988426,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,180.57776,16.539352,8.058821,2.8,250.32407,259.30557,540.9945,45.988426,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,180.95444,17.439816,8.055628,2.8,250.32407,259.23608,540.9945,46.00231,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.29524,17.425926,8.052646,2.8,250.32407,259.23608,540.9945,46.00231,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.72437,147.10434,17.418982,8.050268,2.8,250.32407,259.23608,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.72437,180.42079,16.537037,8.0461235,2.8,250.32407,259.23608,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.38942,16.532408,8.044065,2.8,250.32407,259.16666,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.72437,180.42079,16.546295,8.041947,2.8,250.32407,259.23608,540.9945,45.993057,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.29524,16.518518,8.039724,2.8,250.32407,259.23608,540.9945,46.0,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,147.13535,16.509258,8.037278,2.8,250.25464,259.30557,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.51794,440.586
323.4796,147.69337,180.20107,16.516205,8.0318575,2.8,250.25464,259.23608,540.9945,46.00231,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.20107,16.523148,8.029098,2.8,250.32407,259.23608,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.29524,16.532408,8.026116,2.8,250.32407,259.23608,540.9945,46.00231,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,180.29524,16.525463,8.023139,2.81,250.25464,259.23608,540.9945,46.00231,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,180.38942,16.539352,8.020145,2.81,250.25464,259.23608,540.9945,46.016205,200.41808,1.0957967,1.2265142,958.51794,440.586
323.4796,147.50734,180.76608,16.57639,8.017061,2.81,250.32407,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,180.86029,16.546295,8.013967,2.81,250.25464,259.23608,540.9945,46.0,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.57776,15.944445,8.010673,2.81,250.32407,259.23608,540.9945,45.988426,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.29524,15.907407,8.007421,2.81,250.32407,259.30557,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.67192,15.921296,8.004332,2.81,250.32407,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.38942,15.622685,8.001237,2.81,250.32407,259.30557,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.50734,180.76608,15.62963,7.9984956,2.81,250.32407,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.50734,181.14273,15.606481,7.995953,2.81,250.32407,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.60036,180.76608,15.043982,7.9936457,2.81,250.25464,259.23608,540.9945,46.009262,200.45885,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.67192,15.043982,7.991558,2.81,250.25464,259.23608,540.9945,46.0,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,180.38942,15.043982,7.989382,2.81,250.25464,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.57776,15.013888,7.9871035,2.81,250.25464,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.57776,14.409722,7.984572,2.81,250.25464,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,181.14273,14.715279,7.982117,2.81,250.32407,259.23608,540.9945,46.009262,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.50734,180.95444,14.729166,7.9794602,2.81,250.25464,259.23608,540.9945,46.00231,200.41808,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,180.95444,14.4398155,7.977145,2.81,250.25464,259.23608,540.9945,45.988426,200.40448,1.0957967,1.2265142,958.7078,440.586
323.4796,147.78639,180.57776,14.125,7.974493,2.81,250.25464,259.23608,540.9945,46.009262,200.40448,1.0957967,1.2265142,958.8028,440.586
323.4796,147.50734,180.76608,14.111111,7.971485,2.81,250.32407,259.23608,540.9945,45.98611,200.40448,1.0957967,1.2265142,958.7078,440.586
323.4796,147.78639,180.67192,13.342592,7.9652925,2.81,250.32407,259.16666,540.9945,46.0,200.40448,1.0957967,1.2265142,958.7078,440.586
323.4796,147.69337,180.57776,12.983796,7.962381,2.81,250.32407,259.23608,540.9945,46.00231,200.40448,1.0957967,1.2265142,958.7078,440.586
323.4796,147.60036,180.86029,13.013889,7.959737,2.81,250.32407,259.23608,540.9945,46.009262,200.37726,1.0957967,1.2265142,958.7078,440.586
323.4796,147.50734,181.14273,12.988426,7.957376,2.81,250.25464,259.23608,540.9945,46.009262,200.37726,1.0957967,1.2265142,958.8028,440.586
323.4796,147.60036,180.86029,12.409722,7.955317,2.81,250.32407,259.30557,540.9945,46.009262,200.37726,1.0957967,1.2265142,958.7078,440.586
323.4796,147.78639,180.29524,12.416667,7.9513674,2.81,250.25464,259.30557,540.9945,46.009262,200.37726,1.0957967,1.2265142,958.61285,440.586
323.4796,147.69337,180.57776,12.416667,7.9492083,2.81,250.25464,259.23608,540.9945,46.009262,200.33649,1.0957967,1.2265142,958.7078,440.586
323.4796,147.50734,180.86029,11.509259,7.9469175,2.81,250.25464,259.30557,540.9945,46.009262,200.33649,1.0957967,1.2265142,958.61285,423.22083
323.4796,147.60036,181.14273,11.539352,7.9444695,2.81,250.25464,259.23608,540.9945,46.009262,200.33649,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.78639,180.29524,11.530092,7.94213,2.81,250.25464,259.23608,540.9945,45.95602,200.33649,1.1954387,1.2265142,958.61285,423.22083
323.4796,147.60036,180.86029,11.530092,7.939833,2.81,250.25464,259.23608,540.9945,45.979164,200.32289,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.69337,180.95444,10.643518,7.937257,2.81,250.25464,259.23608,540.9945,46.009262,200.32289,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.78639,180.67192,10.638889,7.934658,2.81,250.32407,259.23608,540.9945,46.009262,200.32289,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.69337,180.57776,10.673611,7.9315996,2.81,250.32407,259.23608,540.9945,46.009262,200.2957,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.60036,180.95444,10.645834,7.9285154,2.81,250.32407,259.30557,540.9945,46.009262,200.2957,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.69337,180.95444,10.652778,7.925468,2.81,250.25464,259.23608,540.9945,46.009262,200.2957,1.1954387,1.2265142,958.7078,423.22083
323.4796,147.78639,180.57776,9.715278,7.9192204,2.81,250.25464,259.23608,540.9945,45.98611,200.28207,1.1954387,1.2265142,958.9928,423.22083
323.4796,147.78639,180.57776,9.712963,7.9159045,2.81,250.25464,259.23608,540.9945,45.993057,200.2413,1.1954387,1.2265142,958.8028,423.22083
323.4796,147.78639,180.38942,9.726852,7.912374,2.81,250.25464,259.23608,540.9945,46.0,200.2413,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.60036,180.86029,9.736111,7.9087996,2.81,250.25464,259.23608,540.9945,45.979164,200.2413,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.60036,181.23686,9.733796,7.90521,2.81,250.25464,259.23608,540.9945,46.009262,200.2413,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.67192,9.719908,7.9012294,2.81,250.32407,259.23608,540.9945,46.009262,200.21411,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.38942,9.712963,7.8972144,2.81,250.25464,259.30557,540.9945,46.009262,200.21411,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.60036,180.76608,9.726852,7.893383,2.81,250.25464,259.23608,540.9945,46.009262,200.21411,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.60036,181.14273,9.722222,7.889606,2.81,250.25464,259.23608,540.9945,46.009262,200.2005,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.60036,180.95444,9.722222,7.8858967,2.81,250.25464,259.23608,540.9945,45.99537,200.2005,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.60036,181.14273,9.706018,7.882086,2.81,250.25464,259.23608,540.9945,45.97222,200.2005,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.60036,181.23686,9.675926,7.878185,2.81,250.25464,259.23608,540.9945,46.006947,200.2005,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.60036,180.86029,9.719908,7.8742223,2.81,250.25464,259.23608,540.9945,45.993057,200.2005,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.38942,9.724537,7.8702526,2.81,250.32407,259.23608,540.9945,46.009262,200.2005,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.20107,9.715278,7.8660226,2.81,250.25464,259.23608,540.9945,46.009262,200.15971,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.78639,180.29524,9.715278,7.86178,2.81,250.32407,259.30557,540.9945,46.00231,200.15971,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.69337,180.57776,9.719908,7.857804,2.81,250.25464,259.23608,540.9945,46.009262,200.14612,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.57776,9.729166,7.8505106,2.81,250.32407,259.23608,540.9945,45.99537,200.11894,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.38942,9.726852,7.8465137,2.81,250.25464,259.23608,540.9945,45.98611,200.11894,1.1954387,1.2259146,958.7078,423.22083
323.4796,147.69337,180.86029,9.719908,7.842297,2.81,250.25464,259.23608,540.9945,45.99537,200.07814,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.69337,180.86029,9.703704,7.8378577,2.81,250.25464,259.23608,540.9945,46.00231,200.07814,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.86029,9.726852,7.833447,2.81,250.32407,259.23608,540.9945,46.009262,200.07814,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.38942,9.729166,7.824552,2.81,250.25464,259.23608,540.9945,46.009262,200.06454,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.78639,180.20107,9.706018,7.820565,2.81,250.25464,259.16666,540.9945,46.009262,200.03735,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.29524,9.722222,7.8170834,2.81,250.32407,259.23608,540.9945,45.98611,200.03735,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.60036,180.95444,9.729166,7.8136787,2.81,250.25464,259.30557,540.9945,45.96528,200.03735,1.1954387,1.2259146,959.08777,423.22083
323.4796,147.87941,180.38942,9.453704,7.8102274,2.81,250.32407,259.23608,540.9945,46.0,200.02377,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.69337,180.67192,9.43287,7.806614,2.81,250.32407,259.30557,540.9945,46.0,200.02377,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.95444,9.430555,7.8030763,2.81,250.32407,259.23608,540.9945,45.96528,200.02377,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.67192,9.4375,7.7997837,2.81,250.25464,259.23608,540.9945,46.009262,199.98296,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.57776,9.395833,7.7965007,2.81,250.25464,259.23608,540.9945,46.0,199.98296,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.38942,9.430555,7.7933083,2.81,250.32407,259.23608,540.9945,46.00231,199.98296,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.57776,9.43287,7.7900953,2.81,250.25464,259.23608,540.9945,46.009262,199.95578,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.69337,180.76608,9.439815,7.7869287,2.81,250.25464,259.30557,540.9945,46.009262,199.95578,1.1954387,1.2259146,959.08777,423.22083
323.4796,147.69337,180.76608,9.430555,7.7840614,2.81,250.25464,259.23608,540.9945,46.009262,199.94218,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.95444,9.446759,7.780797,2.81,250.32407,259.23608,540.9945,45.979164,199.94218,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,181.14273,9.439815,7.777434,2.81,250.32407,259.23608,540.9945,46.00231,199.94218,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.87941,180.29524,9.439815,7.7741466,2.81,250.32407,259.23608,540.9945,45.97685,199.90138,1.1954387,1.2259146,959.08777,423.22083
323.4796,147.78639,180.57776,9.4375,7.7708664,2.81,250.25464,259.23608,540.9945,45.988426,199.90138,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.78639,180.38942,9.43287,7.761265,2.81,250.32407,259.23608,540.9945,46.00231,199.88779,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,180.67192,9.423612,7.7584877,2.81,250.25464,259.23608,540.9945,46.009262,199.86061,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,181.14273,9.43287,7.7558136,2.81,250.25464,259.23608,540.9945,46.00231,199.86061,1.1954387,1.2259146,958.8028,423.22083
323.4796,147.69337,181.14273,9.453704,7.75292,2.81,250.32407,259.30557,540.9945,45.979164,199.86061,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.69337,180.95444,9.43287,7.747098,2.81,250.25464,259.23608,540.9945,45.9838,199.81981,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.38942,9.439815,7.7440753,2.81,250.32407,259.23608,540.9945,46.00231,199.81981,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.29524,9.4375,7.74087,2.81,250.34723,259.23608,540.9945,46.016205,199.80621,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.69337,181.14273,9.444445,7.73773,2.81,250.25464,259.23608,540.9945,46.00231,199.80621,1.1954387,1.2259146,959.08777,423.22083
323.4796,147.87941,180.57776,9.444445,7.734353,2.81,250.32407,259.23608,540.9945,46.009262,199.80621,1.1954387,1.2259146,959.08777,423.22083
323.4796,147.87941,180.38942,9.430555,7.7308583,2.81,250.32407,259.23608,540.9945,45.99537,199.77904,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.78639,180.95444,9.43287,7.72756,2.81,250.25464,259.23608,540.9945,45.97222,199.77904,1.1954387,1.2259146,959.08777,423.22083
323.4796,148.06549,180.29524,9.430555,7.7196283,2.81,250.32407,259.23608,540.9945,46.0,199.76544,1.1954387,1.2259146,958.9928,423.22083
323.4796,147.87941,180.29524,9.446759,7.7153387,2.81,250.32407,259.23608,540.9945,45.962963,199.76544,1.1954387,1.2259146,958.9928,423.22083
